Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method,Fighter1_Elo_Start,Fighter2_Elo_Start,Fighter1_Elo_End,Fighter2_Elo_End
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-24,Flyweight,Alexandre Pantoja,Yuta Sasaki,Alexandre Pantoja,SUBRear Naked Choke,1,2:18,http://ufcstats.com/fight-details/961f434fe238f40e,http://ufcstats.com/event-details/aa3153a9941b4d44,SUB,1043.0953166187483,1012.0592356806194,1061.3338442185848,993.8207080807828
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-24,Featherweight,Austin Arnett,Humberto Bandenay,Austin Arnett,U-DEC,3,5:00,http://ufcstats.com/fight-details/85f85003fadf7a7b,http://ufcstats.com/event-details/aa3153a9941b4d44,DEC,957.3316028574505,1003.6079396104624,981.551957184189,979.387585283724
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-24,Welterweight,Laureano Staropoli,Hector Aldana,Laureano Staropoli,U-DEC,3,5:00,http://ufcstats.com/fight-details/629c0eb319e01374,http://ufcstats.com/event-details/aa3153a9941b4d44,DEC,1000.0,978.715897449949,1018.1768633056764,960.5390341442726
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-24,Lightweight,Jesus Pinedo,Devin Powell,Jesus Pinedo,U-DEC,3,5:00,http://ufcstats.com/fight-details/9cd172df74575fd4,http://ufcstats.com/event-details/aa3153a9941b4d44,DEC,1000.0,982.8852535531915,1018.5274215578917,964.3578319952999
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-24,Women's Strawweight,Cynthia Calvillo,Poliana Botelho,Cynthia Calvillo,SUBRear Naked Choke,1,4:48,http://ufcstats.com/fight-details/99bfad1679112591,http://ufcstats.com/event-details/aa3153a9941b4d44,SUB,1036.6988134811404,1039.1993027415888,1057.9292798662966,1017.9688363564326
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Heavyweight,Francis Ngannou,Curtis Blaydes,Francis Ngannou,KO/TKOPunch,1,0:45,http://ufcstats.com/fight-details/12e12307414dafc6,http://ufcstats.com/event-details/de25520d54eab12d,KO,1089.62692774359,1100.3317702246354,1111.6213431600925,1078.337354808133
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Heavyweight,Alistair Overeem,Sergei Pavlovich,Alistair Overeem,KO/TKOPunches,1,4:21,http://ufcstats.com/fight-details/1c43b38c1f4bdbe2,http://ufcstats.com/event-details/de25520d54eab12d,KO,1086.8612711154717,1000.0,1100.651861128632,986.2094099868399
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Bantamweight,Song Yadong,Vince Morales,Song Yadong,U-DEC,3,5:00,http://ufcstats.com/fight-details/d755a29a49c9ee09,http://ufcstats.com/event-details/de25520d54eab12d,DEC,1042.123021016893,1000.0,1058.5988090094102,983.5242120074829
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Welterweight,Li Jingliang,David Zawada,Li Jingliang,KO/TKOKick,3,4:07,http://ufcstats.com/fight-details/21992c366d3b4602,http://ufcstats.com/event-details/de25520d54eab12d,KO,1060.566754966176,982.8190833294701,1076.4122512869963,966.9735870086497
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Welterweight,Alex Morono,Song Kenan,Alex Morono,U-DEC,3,5:00,http://ufcstats.com/fight-details/9e1853861f58191f,http://ufcstats.com/event-details/de25520d54eab12d,DEC,1007.2098179553789,1038.62982231983,1030.0411958660147,1015.7984444091942
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Bantamweight,Pingyuan Liu,Martin Day,Pingyuan Liu,S-DEC,3,5:00,http://ufcstats.com/fight-details/43af7c5772e8198f,http://ufcstats.com/event-details/de25520d54eab12d,DEC,1018.4992812187725,1000.0,1036.9099258169285,981.5893554018439
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Light Heavyweight,Rashad Coulter,Hu Yaozong,Rashad Coulter,U-DEC,3,5:00,http://ufcstats.com/fight-details/438fbdd4cf27e324,http://ufcstats.com/event-details/de25520d54eab12d,DEC,930.9421331107578,974.4320532718912,954.899784526321,950.474401856328
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Women's Flyweight,Wu Yanan,Lauren Mueller,Wu Yanan,SUBArmbar,1,4:00,http://ufcstats.com/fight-details/d1a93a55c8063ff3,http://ufcstats.com/event-details/de25520d54eab12d,SUB,978.3667539173058,1022.0576666789382,1003.5421506632217,996.8822699330223
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Bantamweight,Louis Smolka,Sumudaerji,Louis Smolka,SUBArmbar,2,2:07,http://ufcstats.com/fight-details/8c109a0c53ed9618,http://ufcstats.com/event-details/de25520d54eab12d,SUB,991.4311448783964,1000.0,1015.301197365556,976.1299475128403
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Middleweight,Kevin Holland,John Phillips,Kevin Holland,SUBRear Naked Choke,3,4:05,http://ufcstats.com/fight-details/02731f017c838ad4,http://ufcstats.com/event-details/de25520d54eab12d,SUB,986.1089427260058,979.0,1008.398160260339,956.7107824656669
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Women's Strawweight,Yan Xiaonan,Syuri Kondo,Yan Xiaonan,U-DEC,3,5:00,http://ufcstats.com/fight-details/e8093d77f566fe51,http://ufcstats.com/event-details/de25520d54eab12d,DEC,1034.7824380124182,997.1414296911416,1051.6167189255948,980.307148777965
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-30,Women's Strawweight,Zhang Weili,Jessica Aguilar,Zhang Weili,SUBArmbar,1,3:41,http://ufcstats.com/fight-details/a932059e61f4c25e,http://ufcstats.com/event-details/de25520d54eab12d,SUB,1019.8476804821042,982.4118769361415,1037.5410128944504,964.7185445237955
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Welterweight,Tim Means,Ricky Rainey,Tim Means,KO/TKOPunches,1,1:18,http://ufcstats.com/fight-details/c7df07266a9597d9,http://ufcstats.com/event-details/c7ac79839e86ce33,KO,1033.9401436549638,974.8972318825747,1049.8585852197596,958.9787903177789
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Bantamweight,Raoni Barcelos,Chris Gutierrez,Raoni Barcelos,SUBRear Naked Choke,2,4:12,http://ufcstats.com/fight-details/e3f31cdd33b4ca92,http://ufcstats.com/event-details/c7ac79839e86ce33,SUB,1021.3582957414502,1000.0,1042.2545491619785,979.1037465794718
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Welterweight,Kamaru Usman,Rafael Dos Anjos,Kamaru Usman,U-DEC,5,5:00,http://ufcstats.com/fight-details/0d077813b6164fe1,http://ufcstats.com/event-details/c7ac79839e86ce33,DEC,1156.3717320418448,1166.1161192902136,1177.2330454065636,1145.2548059254948
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Heavyweight,Juan Espino,Justin Frazier,Juan Espino,SUBArmbar,1,3:36,http://ufcstats.com/fight-details/cc73c73e6e3412d4,http://ufcstats.com/event-details/c7ac79839e86ce33,SUB,1000.0,1000.0,1021.0,979.0
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Women's Featherweight,Macy Chiasson,Pannie Kianzad,Macy Chiasson,SUBRear Naked Choke,2,2:11,http://ufcstats.com/fight-details/d99b2abf50e9a03e,http://ufcstats.com/event-details/c7ac79839e86ce33,SUB,1000.0,1000.0,1023.0,977.0
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Middleweight,Edmen Shahbazyan,Darren Stewart,Edmen Shahbazyan,S-DEC,3,5:00,http://ufcstats.com/fight-details/5b2835ac76f05993,http://ufcstats.com/event-details/c7ac79839e86ce33,DEC,1000.0,998.3078144121655,1019.8520724217013,978.4557419904642
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Bantamweight,Pedro Munhoz,Bryan Caraway,Pedro Munhoz,KO/TKOKick,1,2:39,http://ufcstats.com/fight-details/aa7d691fc6385acb,http://ufcstats.com/event-details/c7ac79839e86ce33,KO,1075.3534694878122,1066.0746579413988,1095.5082863368334,1045.9198410923775
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Featherweight,Kevin Aguilar,Ricky Glenn,Kevin Aguilar,U-DEC,3,5:00,http://ufcstats.com/fight-details/4e6bbc5832e55f64,http://ufcstats.com/event-details/c7ac79839e86ce33,DEC,1000.0,1031.8703998736862,1022.8730505526346,1008.9973493210516
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Flyweight,Joseph Benavidez,Alex Perez,Joseph Benavidez,KO/TKOPunches,1,4:19,http://ufcstats.com/fight-details/1785c7fb722d3007,http://ufcstats.com/event-details/c7ac79839e86ce33,KO,1127.97127270768,1057.6170598381157,1143.0026177734626,1042.5857147723332
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Heavyweight,Maurice Greene,Michel Batista,Maurice Greene,SUBTriangle Choke,1,2:14,http://ufcstats.com/fight-details/86046081e767437e,http://ufcstats.com/event-details/c7ac79839e86ce33,SUB,1000.0,1000.0,1021.0,979.0
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Women's Featherweight,Leah Letson,Julija Stoliarenko,Leah Letson,S-DEC,3,5:00,http://ufcstats.com/fight-details/6abf4f61a1e11d34,http://ufcstats.com/event-details/c7ac79839e86ce33,DEC,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Lightweight,Roosevelt Roberts,Darrell Horcher,Roosevelt Roberts,SUBGuillotine Choke,1,4:50,http://ufcstats.com/fight-details/d2ef04d5f384c05a,http://ufcstats.com/event-details/c7ac79839e86ce33,SUB,1000.0,987.3560447827774,1019.8523038855254,967.503740897252
The Ultimate Fighter: Heavy Hitters Finale,2018-12-01,Women's Flyweight,Antonina Shevchenko,Ji Yeon Kim,Antonina Shevchenko,U-DEC,3,5:00,http://ufcstats.com/fight-details/c2fd3d874f558408,http://ufcstats.com/event-details/c7ac79839e86ce33,DEC,1000.0,1021.4419190416043,1021.9156371969372,999.5262818446671
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Welterweight,Anthony Rocco Martin,Jake Matthews,Anthony Rocco Martin,SUBAnaconda Choke,3,1:19,http://ufcstats.com/fight-details/60cc0ac9ace28324,http://ufcstats.com/event-details/d1d20e651e6cbc02,SUB,1064.4760171225223,1080.497554984266,1089.1140949343355,1055.8594771724527
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Heavyweight,Junior Dos Santos,Tai Tuivasa,Junior Dos Santos,KO/TKOPunches,2,2:30,http://ufcstats.com/fight-details/b6bd31215bd7ec1f,http://ufcstats.com/event-details/d1d20e651e6cbc02,KO,1132.830006919311,1061.7404193404782,1149.2308697062954,1045.3395565534938
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Light Heavyweight,Mauricio Rua,Tyson Pedro,Mauricio Rua,KO/TKOPunches,3,0:43,http://ufcstats.com/fight-details/20063242f6e40d31,http://ufcstats.com/event-details/d1d20e651e6cbc02,KO,1061.21865810789,1020.3984559888526,1080.2851607690804,1001.3319533276621
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Heavyweight,Justin Willis,Mark Hunt,Justin Willis,U-DEC,3,5:00,http://ufcstats.com/fight-details/70feb2bfc12b97d4,http://ufcstats.com/event-details/d1d20e651e6cbc02,DEC,1054.2909518197641,1045.7532005921978,1073.5497385566568,1026.494413855305
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Featherweight,Sodiq Yusuff,Suman Mokhtarian,Sodiq Yusuff,KO/TKOPunches,1,2:14,http://ufcstats.com/fight-details/0ac4f0c1b4d021f6,http://ufcstats.com/event-details/d1d20e651e6cbc02,KO,1000.0,1000.0,1021.0,979.0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Welterweight,Keita Nakamura,Salim Touahri,Keita Nakamura,S-DEC,3,5:00,http://ufcstats.com/fight-details/94dcbc64641cbb6e,http://ufcstats.com/event-details/d1d20e651e6cbc02,DEC,980.2724474964529,983.594659603125,1000.564302923229,963.3028041763489
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Welterweight,Aleksei Kunchenko,Yushin Okami,Aleksei Kunchenko,U-DEC,3,5:00,http://ufcstats.com/fight-details/73a299d44d2ef5cd,http://ufcstats.com/event-details/d1d20e651e6cbc02,DEC,1025.6312171712543,1092.288127930085,1051.800622332088,1066.1187227692512
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Flyweight,Wilson Reis,Ben Nguyen,Wilson Reis,U-DEC,3,5:00,http://ufcstats.com/fight-details/fa9ec0b8c4b3a84a,http://ufcstats.com/event-details/d1d20e651e6cbc02,DEC,1017.5412860486224,1029.9129999311863,1038.637520330114,1008.8167656496945
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Flyweight,Kai Kara-France,Elias Garcia,Kai Kara-France,U-DEC,3,5:00,http://ufcstats.com/fight-details/c65f4b4c0338d0c1,http://ufcstats.com/event-details/d1d20e651e6cbc02,DEC,1000.0,974.3272557756045,1017.811466587032,956.5157891885725
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Lightweight,Christos Giagos,Mizuto Hirota,Christos Giagos,U-DEC,3,5:00,http://ufcstats.com/fight-details/69279781a89c893e,http://ufcstats.com/event-details/d1d20e651e6cbc02,DEC,969.7368057419482,950.4717124786737,988.0830145410621,932.1255036795598
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Lightweight,Damir Ismagulov,Alex Gorgees,Damir Ismagulov,U-DEC,3,5:00,http://ufcstats.com/fight-details/44c60f91b4f7b23d,http://ufcstats.com/event-details/d1d20e651e6cbc02,DEC,1000.0,1000.0,1020.0,980.0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-08,Light Heavyweight,Jimmy Crute,Paul Craig,Jimmy Crute,SUBKimura,3,4:51,http://ufcstats.com/fight-details/29f40d82bd128c65,http://ufcstats.com/event-details/d1d20e651e6cbc02,SUB,1000.0,1007.634200783232,1023.7744638346762,983.8597369485558
UFC 231: Holloway vs. Ortega,2018-12-15,Light Heavyweight,Thiago Santos,Jimi Manuwa,Thiago Santos,KO/TKOPunch,2,0:41,http://ufcstats.com/fight-details/37a7dc68f3a0e65d,http://ufcstats.com/event-details/2a74bbba57058f12,KO,1108.6943591123838,1043.8929928345267,1125.6301755770312,1026.9571763698793
UFC 231: Holloway vs. Ortega,2018-12-15,Featherweight,Max Holloway,Brian Ortega,Max Holloway,KO/TKO,4,5:00,http://ufcstats.com/fight-details/4e55251b7a0df0c2,http://ufcstats.com/event-details/2a74bbba57058f12,KO,1222.7299645769385,1153.7230035522828,1239.306884572434,1137.1460835567873
UFC 231: Holloway vs. Ortega,2018-12-15,Women's Flyweight,Valentina Shevchenko,Joanna Jedrzejczyk,Valentina Shevchenko,U-DEC,5,5:00,http://ufcstats.com/fight-details/48a2a476d3b59866,http://ufcstats.com/event-details/2a74bbba57058f12,DEC,1058.525516129338,1108.4939079201085,1083.0954304401034,1083.9239936093431
UFC 231: Holloway vs. Ortega,2018-12-15,Welterweight,Gunnar Nelson,Alex Oliveira,Gunnar Nelson,SUBRear Naked Choke,2,4:17,http://ufcstats.com/fight-details/3a42dd84680f444b,http://ufcstats.com/event-details/2a74bbba57058f12,SUB,1083.4537448946467,1123.8752614795021,1110.6736724469424,1096.6553339272064
UFC 231: Holloway vs. Ortega,2018-12-15,Featherweight,Hakeem Dawodu,Kyle Bochniak,Hakeem Dawodu,S-DEC,3,5:00,http://ufcstats.com/fight-details/e0e22d7bc5a293e8,http://ufcstats.com/event-details/2a74bbba57058f12,DEC,1000.4696951155205,990.1535035836783,1019.575722777262,971.0474759219369
UFC 231: Holloway vs. Ortega,2018-12-15,Women's Strawweight,Nina Nunes,Claudia Gadelha,Nina Nunes,U-DEC,3,5:00,http://ufcstats.com/fight-details/d5577e3272ef3032,http://ufcstats.com/event-details/2a74bbba57058f12,DEC,1023.6787101753694,1050.763038759852,1046.1104015093645,1028.3313474258568
UFC 231: Holloway vs. Ortega,2018-12-15,Welterweight,Dhiego Lima,Chad Laprise,Dhiego Lima,KO/TKOPunch,1,1:37,http://ufcstats.com/fight-details/e909e34cdee01831,http://ufcstats.com/event-details/2a74bbba57058f12,KO,930.9803449024851,1048.5087472628927,963.7337970511237,1015.7552951142541
UFC 231: Holloway vs. Ortega,2018-12-15,Women's Flyweight,Jessica Eye,Katlyn Cerminara,Jessica Eye,S-DEC,3,5:00,http://ufcstats.com/fight-details/00b1e95f6aea7027,http://ufcstats.com/event-details/2a74bbba57058f12,DEC,990.481800376337,1057.2153388414094,1016.6586181515185,1031.038521066228
UFC 231: Holloway vs. Ortega,2018-12-15,Lightweight,Gilbert Burns,Olivier Aubin-Mercier,Gilbert Burns,U-DEC,3,5:00,http://ufcstats.com/fight-details/1fa8537d3992a09a,http://ufcstats.com/event-details/2a74bbba57058f12,DEC,1052.0546384808779,1074.32448839205,1074.0457017080228,1052.333425164905
UFC 231: Holloway vs. Ortega,2018-12-15,Light Heavyweight,Aleksandar Rakic,Devin Clark,Aleksandar Rakic,KO/TKOSpinning Back Fist,1,4:05,http://ufcstats.com/fight-details/19d1ae54681bc722,http://ufcstats.com/event-details/2a74bbba57058f12,KO,1045.9046331082723,1013.3699937379507,1064.0147220883619,995.2599047578611
UFC 231: Holloway vs. Ortega,2018-12-15,Lightweight,Diego Ferreira,Kyle Nelson,Diego Ferreira,KO/TKOPunches,2,1:23,http://ufcstats.com/fight-details/fdc97f9b88bdef7d,http://ufcstats.com/event-details/2a74bbba57058f12,KO,1051.24515578849,1000.0,1069.3680825842948,981.8770732041951
UFC 231: Holloway vs. Ortega,2018-12-15,Bantamweight,Brad Katona,Matthew Lopez,Brad Katona,U-DEC,3,5:00,http://ufcstats.com/fight-details/41feee2c08af2235,http://ufcstats.com/event-details/2a74bbba57058f12,DEC,1020.0,998.205795511132,1038.134201556208,980.0715939549241
UFC 231: Holloway vs. Ortega,2018-12-15,Middleweight,Elias Theodorou,Eryk Anders,Elias Theodorou,S-DEC,3,5:00,http://ufcstats.com/fight-details/7d679c16024f6f38,http://ufcstats.com/event-details/2a74bbba57058f12,DEC,1094.1838169826865,1025.7110072279672,1108.6379506648143,1011.2568735458394
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Lightweight,Al Iaquinta,Kevin Lee,Al Iaquinta,U-DEC,5,5:00,http://ufcstats.com/fight-details/b9c82dfde8b66e37,http://ufcstats.com/event-details/7a703c565ccaa18f,DEC,1107.97988695737,1147.9434665891163,1131.6064893473508,1124.3168641991354
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Lightweight,Edson Barboza,Dan Hooker,Edson Barboza,KO/TKOPunches,3,2:19,http://ufcstats.com/fight-details/920b6f739a36e721,http://ufcstats.com/event-details/7a703c565ccaa18f,KO,1101.9634607675052,1089.495427903968,1123.7237220284335,1067.7351666430397
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Bantamweight,Rob Font,Sergio Pettis,Rob Font,U-DEC,3,5:00,http://ufcstats.com/fight-details/4da4c5ef6a4ffc5b,http://ufcstats.com/event-details/7a703c565ccaa18f,DEC,1053.251974868013,1070.7866067592809,1074.8130582561807,1049.225523371113
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Lightweight,Charles Oliveira,Jim Miller,Charles Oliveira,SUBRear Naked Choke,1,1:15,http://ufcstats.com/fight-details/f3e289f1423c0e6f,http://ufcstats.com/event-details/7a703c565ccaa18f,SUB,1085.2568436648287,1047.133659702197,1102.8921358174903,1029.4983675495355
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Lightweight,Drakkar Klose,King Green,Drakkar Klose,U-DEC,3,5:00,http://ufcstats.com/fight-details/b69d3d55c84f5dd6,http://ufcstats.com/event-details/7a703c565ccaa18f,DEC,1042.495524600994,1046.9131356822945,1062.8840223604407,1026.524637922848
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Welterweight,Zak Ottow,Dwight Grant,Zak Ottow,S-DEC,3,5:00,http://ufcstats.com/fight-details/c0ab927864bb6e98,http://ufcstats.com/event-details/7a703c565ccaa18f,DEC,1005.9900079358215,1000.0,1025.4686271212934,980.5213808145281
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Middleweight,Zak Cummings,Trevor Smith,Zak Cummings,U-DEC,3,5:00,http://ufcstats.com/fight-details/bf41783b9446891e,http://ufcstats.com/event-details/7a703c565ccaa18f,DEC,1054.4924478632681,1014.2431095227586,1071.1175994559987,997.617957930028
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Featherweight,Dan Ige,Jordan Griffin,Dan Ige,U-DEC,3,5:00,http://ufcstats.com/fight-details/1b6e5363eb81c409,http://ufcstats.com/event-details/7a703c565ccaa18f,DEC,998.98778602062,1000.0,1019.0765084644943,979.9112775561257
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Light Heavyweight,Mike Rodriguez,Adam Milstead,Mike Rodriguez,KO/TKOKnee,1,2:59,http://ufcstats.com/fight-details/05f1e8ff81dbe05b,http://ufcstats.com/event-details/7a703c565ccaa18f,KO,979.3587957170433,1002.5325235670707,1002.535997678513,979.355321605601
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Heavyweight,Juan Adams,Chris de la Rocha,Juan Adams,KO/TKOKnee,3,0:58,http://ufcstats.com/fight-details/c4f443509308dec6,http://ufcstats.com/event-details/7a703c565ccaa18f,KO,1000.0,979.1791720023293,1020.947999693478,958.2311723088513
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Middleweight,Jack Hermansson,Gerald Meerschaert,Jack Hermansson,SUBGuillotine Choke,1,4:25,http://ufcstats.com/fight-details/986f0b480389ad25,http://ufcstats.com/event-details/7a703c565ccaa18f,SUB,1049.894054806654,1062.4148817644318,1072.059135368481,1040.2498012026047
UFC Fight Night: Lee vs. Iaquinta,2018-12-29,Lightweight,Joaquim Silva,Jared Gordon,Joaquim Silva,KO/TKOPunches,3,2:39,http://ufcstats.com/fight-details/92fd2127f46b0cb7,http://ufcstats.com/event-details/7a703c565ccaa18f,KO,1036.9147577889921,1019.0032612306236,1058.1439606599922,997.7740583596236
UFC 232: Jones vs. Gustafsson 2,2019-01-19,Featherweight,Alexander Volkanovski,Chad Mendes,Alexander Volkanovski,KO/TKOPunches,2,4:14,http://ufcstats.com/fight-details/a5ea53104392fa9f,http://ufcstats.com/event-details/c046100aea0dba9a,KO,1105.1835933701445,1107.5091953043695,1128.4183146506073,1084.2744740239068
UFC 232: Jones vs. Gustafsson 2,2019-01-19,Light Heavyweight,Jon Jones,Alexander Gustafsson,Jon Jones,KO/TKOPunches,3,2:02,http://ufcstats.com/fight-details/ceaae1db8ccde29c,http://ufcstats.com/event-details/c046100aea0dba9a,KO,1262.2110271652955,1131.2844740750634,1274.0409570105955,1119.4545442297633
