Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL
UFC 163: Aldo vs Jung,"August 17, 2013",Middleweight,Cezar Ferreira,Thiago Santos,Draw,"SUB

      

        Guillotine Choke",1,0:47,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Middleweight,Thales Leites,Tom Watson,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Flyweight,John Lineker,Jose Maria,Draw,"KO/TKO

      

        Punches",2,1:03,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Light Heavyweight,Anthony Perosh,Vinny Magalhaes,Draw,"KO/TKO

      

        Punch",1,0:14,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Women's Bantamweight,Amanda Nunes,Sheila Gaff,Draw,"KO/TKO

      

        Elbows",1,2:08,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Welterweight,Sergio Moraes,Neil Magny,Draw,"SUB

      

        Triangle Choke",1,3:13,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Flyweight,Ian McCall,Iliarde Santos,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Featherweight,Rani Yahya,Josh Clopton,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Light Heavyweight,Francimar Barroso,Ednaldo Oliveira,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Welterweight,Viscardi Andrade,Bristol Marunde,Draw,"KO/TKO

      

        Punch",1,1:36,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Flyweight,Demetrious Johnson,John Moraga,Draw,"SUB

      

        Armbar",5,3:43,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Welterweight,Rory MacDonald,Jake Ellenberger,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Welterweight,Robbie Lawler,Bobby Voelker,Draw,"KO/TKO

      

        Kick",2,0:24,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Women's Bantamweight,Liz Carmouche,Jessica Andrade,Draw,"KO/TKO

      

        Punches",2,3:57,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Lightweight,Jorge Masvidal,Michael Chiesa,Draw,"SUB

      

        D'Arce Choke",2,4:59,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Lightweight,Danny Castillo,Tim Means,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Lightweight,Melvin Guillard,Mac Danzig,Draw,"KO/TKO

      

        Punch",2,2:47,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Lightweight,Daron Cruickshank,Yves Edwards,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Middleweight,Ed Herman,Trevor Smith,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Women's Bantamweight,Germaine de Randamie,Julie Kedzie,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Lightweight,Justin Salas,Aaron Riley,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC on FOX: Johnson vs Moraga,"August 03, 2013",Bantamweight,Yaotzin Meza,John Albert,Draw,"SUB

      

        Rear Naked Choke",2,2:49,http://ufcstats.com/event-details/5330fe7e4c3af81c
UFC 162: Silva vs Weidman,"July 27, 2013",Middleweight,Chris Weidman,Anderson Silva,Draw,"KO/TKO

      

        Punch",2,1:18,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Featherweight,Frankie Edgar,Charles Oliveira,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Middleweight,Tim Kennedy,Roger Gracie,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Middleweight,Mark Munoz,Tim Boetsch,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Featherweight,Cub Swanson,Dennis Siver,Draw,"KO/TKO

      

        Punches",3,2:24,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Middleweight,Andrew Craig,Chris Leben,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Lightweight,Norman Parke,Kazuki Tokudome,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Heavyweight,Gabriel Gonzaga,Dave Herman,Draw,"KO/TKO

      

        Punch",1,0:17,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Lightweight,Edson Barboza,Rafaello Oliveira,Draw,"KO/TKO

      

        Kicks",2,1:44,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Welterweight,Brian Melancon,Seth Baczynski,Draw,"KO/TKO

      

        Punches",1,4:59,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 162: Silva vs Weidman,"July 27, 2013",Welterweight,Mike Pierce,David Mitchell,Draw,"KO/TKO

      

        Knee",2,2:55,http://ufcstats.com/event-details/e0b74df14f52cd15
UFC 161: Evans vs Henderson,"July 06, 2013",Light Heavyweight,Rashad Evans,Dan Henderson,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Heavyweight,Stipe Miocic,Roy Nelson,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Light Heavyweight,Ryan Jimmo,Igor Pokrajac,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Women's Bantamweight,Alexis Davis,Rosi Sexton,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Heavyweight,Shawn Jordan,Pat Barry,Draw,"KO/TKO

      

        Punches",1,0:59,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Welterweight,Jake Shields,Tyron Woodley,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Lightweight,James Krause,Sam Stout,Draw,"SUB

      

        Guillotine Choke",3,4:47,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Welterweight,Sean Pierson,Kenny Robertson,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Bantamweight,Roland Delorme,Edwin Figueroa,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Lightweight,Mitch Clarke,John Maguire,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC 161: Evans vs Henderson,"July 06, 2013",Bantamweight,Yves Jabouin,Dustin Pague,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/8fd1f27e86661ede
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Heavyweight,Fabricio Werdum,Antonio Rodrigo Nogueira,Draw,"SUB

      

        Armbar",2,2:41,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Welterweight,Leonardo Santos,William Macario,Draw,"SUB

      

        Arm Triangle",2,4:43,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Light Heavyweight,Thiago Silva,Rafael Cavalcante,Draw,"KO/TKO

      

        Punch",1,4:29,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Welterweight,Erick Silva,Jason High,Draw,"SUB

      

        Armbar",1,1:11,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Middleweight,Daniel Sarafian,Eddie Mendez,Draw,"SUB

      

        Arm Triangle",1,2:20,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Featherweight,Rony Jason,Mike Wilkinson,Draw,"SUB

      

        Triangle Choke",1,1:24,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Bantamweight,Raphael Assuncao,Vaughan Lee,Draw,"SUB

      

        Armbar",2,1:51,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Featherweight,Felipe Arantes,Godofredo Pepey,Draw,"KO/TKO

      

        Elbows",1,3:32,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Welterweight,Ildemar Alcantara,Leandro Silva,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Featherweight,Rodrigo Damm,Mizuto Hirota,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Middleweight,Caio Magalhaes,Karlos Vemola,Draw,"SUB

      

        Rear Naked Choke",2,2:49,http://ufcstats.com/event-details/7865707fd684d77b
UFC on FUEL TV: Nogueira vs. Werdum,"June 15, 2013",Middleweight,Antonio Braga Neto,Anthony Smith,Draw,"SUB

      

        Kneebar",1,1:52,http://ufcstats.com/event-details/7865707fd684d77b
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Heavyweight,Cain Velasquez,Antonio Silva,Draw,"KO/TKO

      

        Punch",1,1:21,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Heavyweight,Junior Dos Santos,Mark Hunt,Draw,"KO/TKO

      

        Kick",3,4:18,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Light Heavyweight,Glover Teixeira,James Te Huna,Draw,"SUB

      

        Guillotine Choke",1,2:38,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Lightweight,TJ Grant,Gray Maynard,Draw,"KO/TKO

      

        Punches",1,2:07,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Lightweight,Donald Cerrone,KJ Noons,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Welterweight,Mike Pyle,Rick Story,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Featherweight,Dennis Bermudez,Max Holloway,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Welterweight,Robert Whittaker,Colton Smith,Draw,"KO/TKO

      

        Punch",3,0:41,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Lightweight,Khabib Nurmagomedov,Abel Trujillo,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Welterweight,Stephen Thompson,Nah-Shon Burrell,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Bantamweight,George Roop,Brian Bowles,Draw,"KO/TKO

      

        Punch",2,1:43,http://ufcstats.com/event-details/3c241737a6069b9f
UFC 160: Velasquez vs Silva 2,"June 08, 2013",Featherweight,Jeremy Stephens,Estevan Payan,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/3c241737a6069b9f
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Middleweight,Vitor Belfort,Luke Rockhold,Draw,"KO/TKO

      

        Kick",1,2:32,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Middleweight,Jacare Souza,Chris Camozzi,Draw,"SUB

      

        Arm Triangle",1,3:37,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Lightweight,Rafael Dos Anjos,Evan Dunham,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Middleweight,Rafael Natal,Joao Zeferino,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Featherweight,Nik Lentz,Hacran Dias,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Lightweight,Francisco Trinaldo,Mike Rio,Draw,"SUB

      

        Arm Triangle",1,3:08,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Lightweight,Gleison Tibau,John Cholish,Draw,"SUB

      

        Guillotine Choke",2,2:34,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Welterweight,Paulo Thiago,Michel Prazeres,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Bantamweight,Iuri Alcantara,Iliarde Santos,Draw,"KO/TKO

      

        Punch",1,2:31,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Light Heavyweight,Fabio Maldonado,Roger Hollett,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Flyweight,John Lineker,Azamat Gashimov,Draw,"KO/TKO

      

        Punch",2,1:07,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Flyweight,Jussier Formiga,Chris Cariaso,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC on FX: Belfort vs. Rockhold,"May 25, 2013",Lightweight,Lucas Martins,Jeremy Larsen,Draw,"KO/TKO

      

        Punch",3,0:13,http://ufcstats.com/event-details/030f08370fd1c2bb
UFC 159: Jones vs Sonnen,"May 18, 2013",Light Heavyweight,Jon Jones,Chael Sonnen,Draw,"KO/TKO

      

        Punches",1,4:33,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Middleweight,Michael Bisping,Alan Belcher,Draw,U-DEC,3,4:31,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Heavyweight,Roy Nelson,Cheick Kongo,Draw,"KO/TKO

      

        Punch",1,2:03,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Light Heavyweight,Phil Davis,Vinny Magalhaes,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Lightweight,Jim Miller,Pat Healy,Draw,Overturned,3,4:02,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Lightweight,Rustam Khabilov,Yancy Medeiros,Draw,KO/TKO,1,2:32,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Light Heavyweight,Ovince Saint Preux,Gian Villante,Draw,M-DEC,3,0:33,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Women's Bantamweight,Sara McMann,Sheila Gaff,Draw,"KO/TKO

      

        Punches",1,4:06,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Bantamweight,Bryan Caraway,Johnny Bedford,Draw,"SUB

      

        Guillotine Choke",3,4:44,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Featherweight,Cody McKenzie,Leonard Garcia,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC 159: Jones vs Sonnen,"May 18, 2013",Featherweight,Steven Siler,Kurt Holobaugh,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ea0ad155451ed1f5
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Lightweight,Benson Henderson,Gilbert Melendez,Draw,S-DEC,5,5:00,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Heavyweight,Daniel Cormier,Frank Mir,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Lightweight,Josh Thomson,Nate Diaz,Draw,"KO/TKO

      

        Kick",2,3:44,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Welterweight,Matt Brown,Jordan Mein,Draw,"KO/TKO

      

        Elbows",2,1:00,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Featherweight,Chad Mendes,Darren Elkins,Draw,"KO/TKO

      

        Punch",1,1:08,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Middleweight,Francis Carmont,Lorenz Larkin,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Lightweight,Myles Jury,Ramsey Nijem,Draw,"KO/TKO

      

        Punch",2,1:02,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Flyweight,Joseph Benavidez,Darren Uyenoyama,Draw,"KO/TKO

      

        Punch",2,4:50,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Lightweight,Jorge Masvidal,Tim Means,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Bantamweight,TJ Dillashaw,Hugo Viana,Draw,"KO/TKO

      

        Punches",1,4:22,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Lightweight,Anthony Njokuani,Roger Bowling,Draw,"KO/TKO

      

        Punch",2,2:52,http://ufcstats.com/event-details/aa79d5399571068e
UFC on FOX: Henderson vs Melendez,"April 27, 2013",Middleweight,Yoel Romero,Clifford Starks,Draw,"KO/TKO

      

        Flying Knee",1,1:32,http://ufcstats.com/event-details/aa79d5399571068e
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Bantamweight,Urijah Faber,Scott Jorgensen,Draw,"SUB

      

        Rear Naked Choke",4,3:16,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Middleweight,Kelvin Gastelum,Uriah Hall,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Women's Bantamweight,Cat Zingano,Miesha Tate,Draw,"KO/TKO

      

        Knees",3,2:55,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Heavyweight,Travis Browne,Gabriel Gonzaga,Draw,"KO/TKO

      

        Elbows",1,1:11,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Middleweight,Robert McDaniel,Gilbert Smith,Draw,"SUB

      

        Triangle Choke",3,2:49,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Middleweight,Josh Samman,Kevin Casey,Draw,"KO/TKO

      

        Knee",2,2:17,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Middleweight,Luke Barnatt,Collin Hart,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Middleweight,Dylan Andrews,Jimmy Quinlan,Draw,"KO/TKO

      

        Punch",1,3:22,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Middleweight,Clint Hester,Bristol Marunde,Draw,"KO/TKO

      

        Elbow",3,3:53,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Featherweight,Cole Miller,Bart Palaszewski,Draw,"SUB

      

        Rear Naked Choke",1,4:23,http://ufcstats.com/event-details/ce47f49e5c386a9c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April 20, 2013",Featherweight,Maximo Blanco,Sam Sicilia,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ce47f49e5c386a9c
